"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Lovina Beach Club & Resort","4.4","1505","Jl. Seririt- Singaraja","Kabupaten Buleleng","Bali","ID","https://lovinabeachclubandresort.com/","+62 811-3891-1733","Hotel Resor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lovina%20Beach%20Club%20%26%20Resort&query_place_id=ChIJ2cpSU_-a0S0RZDXxaXMqPH0","Hotel Resor"
"Villa Mathan - Villa - Beach Front",,,,"Kabupaten Buleleng","Bali","ID","https://www.freecancellations.com/search/F2giQ1NdGXAAXFIBVVhYTQ8KVx0yRFBH?lat=-8.08215&lng=115.12213&language=de","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villa%20Mathan%20-%20Villa%20-%20Beach%20Front&query_place_id=ChIJldRnYDeX0S0RjUP9yQu1j9E","Penginapan"
"Villa Danison - Villa - Beach Front",,,,"Kabupaten Buleleng","Bali","ID",,"","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villa%20Danison%20-%20Villa%20-%20Beach%20Front&query_place_id=ChIJ5T9qg1Sd0S0RtU4CGUXKgYw","Penginapan"
"Pantai Lovina",,,,"Kabupaten Buleleng","Bali","ID",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Lovina&query_place_id=ChIJq2UHzD2b0S0RUAdyDHdHbKs",
"Bali Lovina Beach Cottage","3.5","137","Jl. Raya Singaraja No.172","Kabupaten Buleleng","Bali","ID",,"+62 362 41285","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Lovina%20Beach%20Cottage&query_place_id=ChIJ-0LEpT-b0S0RmlnVaXHa0x4","Hotel"
"Sea View Beach Estate","5","35","Jl. Kartika No.100","Kabupaten Buleleng","Bali","ID","https://palm-living.com/room/sea-view-beach-estate/","+62 821-4680-0076","Rumah berlibur",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sea%20View%20Beach%20Estate&query_place_id=ChIJodt2hseb0S0RNsIjvaosQck","Rumah berlibur"
"Blàck Stones Beach","4.2","6","W767+JPP, Jl. Klampis Semolo Timur XII","Kabupaten Buleleng","Bali","ID",,"","Tempat Acara Memancing",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bl%C3%A0ck%20Stones%20Beach&query_place_id=ChIJnxApPVyT0S0Rt5JRQVQaEss","Tempat Acara Memancing"
"Indah Singaraja Beach","5","1","V3J9+CPH, Pantai Indah Singaraja Jl. Pantai Indah","Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indah%20Singaraja%20Beach&query_place_id=ChIJ_X1mEu-b0S0RO9isiB6Zh-I","Tujuan Wisata"
"Lovina beach ᬮᭀᬧᬶᬦ ᬩᬶᬢ᭄","4.5","2","Jl. Pantai Indah No.18","Kabupaten Buleleng","Bali","ID",,"","Paviliun Pantai",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lovina%20beach%20%E1%AC%AE%E1%AD%80%E1%AC%A7%E1%AC%B6%E1%AC%A6%20%E1%AC%A9%E1%AC%B6%E1%AC%A2%E1%AD%84&query_place_id=ChIJw8lQdEWb0S0RM8Hh4XkICKw","Paviliun Pantai"
"Danau Tamblingan","4.7","445",,"Kabupaten Buleleng","Bali","ID",,"","Danau",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Danau%20Tamblingan&query_place_id=ChIJVcK95QKG0S0R1ZwrFDP9pyk","Danau"
"Danau Batur","4.6","930",,"Kabupaten Bangli","Bali","ID",,"","Danau",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Danau%20Batur&query_place_id=ChIJrQz054D20S0RFAScqdVgV2A","Danau"
"Buyan Lake","4.6","118","Jl. Raya Wanagiri","Kabupaten Buleleng","Bali","ID","http://www.balitravelhub.com/attractions/lake-buyan/","+62 362 21342","Danau untuk Berenang","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buyan%20Lake&query_place_id=ChIJMdMHVzeP0S0R-J95yrNSkgU","Danau untuk Berenang"
"Danau Tamblingan","4.5","872","Jl. Wisata Alam Danau Tamblingan","Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Danau%20Tamblingan&query_place_id=ChIJy1ZD1QKG0S0R1haO1s-Oago","Tujuan Wisata"
"Buyan Lake View","4.5","296",,"Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buyan%20Lake%20View&query_place_id=ChIJ8XvAlyeP0S0RkxtDyKxQkXw","Tujuan Wisata"
"Taman Wisata Alam Danau Buyan - Danau Tamblingan","4.4","63","Q32X+R7M, Jl. Raya Pancasari","Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taman%20Wisata%20Alam%20Danau%20Buyan%20-%20Danau%20Tamblingan&query_place_id=ChIJ70rk61aP0S0RA6s5yReDDng","Tujuan Wisata"
"Lake-Front Luxury Villa",,,,"Kabupaten Buleleng","Bali","ID","https://www.booking.com/hotel/id/lake-front-luxury.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15189955&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15189955_grp-3_gendate-20260426","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lake-Front%20Luxury%20Villa&query_place_id=ChIJmRSzpi2P0S0RjsWLgUwkbrQ","Penginapan"
"Bali Twin Lake Trekking Point","4.3","240","Jl. Raya Pancasari","Kabupaten Buleleng","Bali","ID","https://balijungletrekking.com/bali-jungle-trekking-twin-lakes-hiking-tours/","+62 821-4432-7656","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Twin%20Lake%20Trekking%20Point&query_place_id=ChIJG27_1FaP0S0R4fbWOqo5kXo","Tujuan Wisata"
"Beratan Lake walk, lakefront","4.9","15","Jl. Puncak Mangu No.1","Kabupaten Tabanan","Bali","ID",,"","Area Mendaki",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beratan%20Lake%20walk%2C%20lakefront&query_place_id=ChIJmcWhGACJ0S0RXDIBjY-w0U0","Area Mendaki"
"Villa Dangka mountain view - Double Room with Lake View",,,,"Kabupaten Bangli","Bali","ID","https://br.bluepillow.com/search/64c8d3ada1247fa35c63d3a6/1044433802?dest=bkng&cat=House&lat=-8.22894&lng=115.40675&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villa%20Dangka%20mountain%20view%20-%20Double%20Room%20with%20Lake%20View&query_place_id=ChIJ8-iCHzTx0S0ReMbSA-HtcIQ","Penginapan"
"D'Rana Guest House Lake Buyan",,,,"Kabupaten Buleleng","Bali","ID","https://www.booking.com/hotel/id/rana-guest-house-lake-buyan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15790545&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15790545_grp-1_gendate-20260426","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=D'Rana%20Guest%20House%20Lake%20Buyan&query_place_id=ChIJDUfGnSqJ0S0RwWjxsghipuE","Penginapan"
"Botanical Garden Lake View","4.7","76","P5H4+CJW, Jl. Kebun Raya Eka Karya","Kabupaten Tabanan","Bali","ID",,"","Taman",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Botanical%20Garden%20Lake%20View&query_place_id=ChIJ3W-B0leJ0S0RcNt8Kz8bVko","Taman"
"Viewpoint Danau Kembar","4.5","50","Q432+943","Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Viewpoint%20Danau%20Kembar&query_place_id=ChIJfzIGT1OP0S0R1UU5R9viuSM","Tujuan Wisata"
"Pura Ulun Danu Beratan Bedugul","4.6","50667",,"Kabupaten Tabanan","Bali","ID",,"+62 821-4612-9292","Pura","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Ulun%20Danu%20Beratan%20Bedugul&query_place_id=ChIJVwisn2yJ0S0RUxvb5GhlJBg","Pura"
"Lake Square bali","4.6","93","QC55+X83, Jl. Luklukan Jl. Banjar Dalem","Kabupaten Bangli","Bali","ID",,"+62 851-4128-3422","Vila",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lake%20Square%20bali&query_place_id=ChIJ3ZFjWwD30S0R9iDoFNwRxSA","Vila"
"Buyan lake camp","4.8","18","Jl. Kedasong","Kabupaten Buleleng","Bali","ID",,"+62 858-5823-7526","Bumi perkemahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buyan%20lake%20camp&query_place_id=ChIJBTFWflqP0S0RJLwFLwOBdCk","Bumi perkemahan"
"Tamblingan Jungle Trek and Lake Canoe Expedition","4.5","206","Jalan Danau Tamblingan, Desa Tamblingan, Sukasada","Kabupaten Buleleng","Bali","ID",,"+62 878-6305-3363","Cagar Alam","Persewaan Kano & Kayak","Area Mendaki","Pemandu pendakian","Pura",,,,,,"https://www.google.com/maps/search/?api=1&query=Tamblingan%20Jungle%20Trek%20and%20Lake%20Canoe%20Expedition&query_place_id=ChIJWw7WMxyG0S0RQlS6lnhV0XU","Cagar Alam"
"Little Lake Villa","4.6","66","Jl. Dewi Drupadi","Kabupaten Tabanan","Bali","ID","http://www.littlelakevilla.com/","+62 821-4652-1788","Vila",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Little%20Lake%20Villa&query_place_id=ChIJn7ewTz6J0S0RRBxVozipySU","Vila"
"Lake Garden Bali","4.4","316","Jl. Jempana","Kabupaten Bangli","Bali","ID","https://www.instagram.com/lakegardenbali?igsh=MTQwc2lrNHFpcGViZQ%3D%3D&utm_source=qr","+62 877-7046-3962","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lake%20Garden%20Bali&query_place_id=ChIJj_uVQfr30S0R7JkBR9IUq8k","Hotel"
"Lake House Kintamani","4.8","48","Jl. Banjar Dalem","Kabupaten Bangli","Bali","ID","https://wa.me/6287716307370","+62 877-1630-7370","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lake%20House%20Kintamani&query_place_id=ChIJy9xEHbn30S0R7I9r97u3QqQ","Hotel"
"Kintamani mountain","4.7","100","Q83M+WV7","Kabupaten Bangli","Bali","ID",,"","Area Mendaki",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kintamani%20mountain&query_place_id=ChIJN_YRPGT10S0R3mpjUirluyE","Area Mendaki"
"Batur Mountain","4.7","112",,"Kabupaten Bangli","Bali","ID","http://batursunrisetrekking.com/","","Cagar Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%20Mountain&query_place_id=ChIJhSMR-gH00S0R5bB8k-bkY-4","Cagar Alam"
"Mountain Peak Kintamani","4.5","68","P9J3+95X","Kabupaten Bangli","Bali","ID",,"+62 859-6419-8050","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mountain%20Peak%20Kintamani&query_place_id=ChIJQf2tMQD10S0Rk3syO9ppvCY","Hotel"
"Gunung Patas","4.8","5",,"Kabupaten Buleleng","Bali","ID",,"","Puncak Gunung",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gunung%20Patas&query_place_id=ChIJl9HWP1F50S0RcFcmDGwyHug","Puncak Gunung"
"Batur Mountain View","4.2","466","P8RR+6CP, Jl. Culali","Kabupaten Bangli","Bali","ID",,"+62 819-9941-1213","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%20Mountain%20View&query_place_id=ChIJfeiPbF300S0RQ-4UiNQajUQ","Hotel"
"Bara Mountain Cabin","4.9","64","Jl. Pura Petali","Kabupaten Tabanan","Bali","ID","https://linktr.ee/baramountaincabin","+62 813-5355-3996",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bara%20Mountain%20Cabin&query_place_id=ChIJSZdLW1Qn0i0Rp6reZ8mdGfQ",
"Bali Mountain Dirt Bike Adventure","5","161","Banjar suter Desa Suter, Kec Kintamani , kab Babgli","Kabupaten Bangli","Bali","ID","https://balimountaindirtbike.com/","+62 859-5462-3622","Agensi wisata olahraga",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Mountain%20Dirt%20Bike%20Adventure&query_place_id=ChIJJ4rWxa730S0RYAn9jXuwWaY","Agensi wisata olahraga"
"Bali Mountain Retreat","4.8","64","Jalan Arjuna Br. Biyahan","Kabupaten Tabanan","Bali","ID","http://www.balimountainretreat.com/","+62 812-8986-6665","Hotel Resor","Area Mendaki","Restoran","Spa","Pusat Retret Yoga",,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Mountain%20Retreat&query_place_id=ChIJkZ8jMZEo0i0REToiZuhNxxI","Hotel Resor"
"Munduk Mountain Estate","5","37","dinas Tamblingan, Jl. Danau Tamblingan","Kabupaten Buleleng","Bali","ID","https://mundukmountainestate.com/","+62 878-6118-5742","Pondok Pegunungan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Munduk%20Mountain%20Estate&query_place_id=ChIJWY5Xq6KH0S0RHT2ZSJ-i91g","Pondok Pegunungan"
"Bedugul Mountain Chalet","4.7","29","House B11, Bukit Bunga","Kabupaten Buleleng","Bali","ID",,"","Pondok",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bedugul%20Mountain%20Chalet&query_place_id=ChIJqaSc0AOJ0S0R0j163azmQdY","Pondok"
"BALI MOUNTAIN VILLA (SEGANING) GUEST HOUSE","3.5","2","G8XW+7H5, Jl. Kesumayudha","Kabupaten Bangli","Bali","ID",,"+62 366 91689","Penginapan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BALI%20MOUNTAIN%20VILLA%20(SEGANING)%20GUEST%20HOUSE&query_place_id=ChIJgwau8usZ0i0RoOMTnmeQmSw","Penginapan"
"Hidden Batur Mountain View","4.7","3","Q9JW+5G6 Bali camping view, Jl. Serongga","Kabupaten Bangli","Bali","ID",,"","Bumi perkemahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hidden%20Batur%20Mountain%20View&query_place_id=ChIJ71wCA9Hx0S0RhN716bDSDyA","Bumi perkemahan"
"sari mountain View Restaurant, Bar and Coffee","4.1","1510","Jl. Raya Penelokan 888 Br Masem, Batur Selatan, Kintamani","Kabupaten Bangli","Bali","ID",,"+62 877-5349-8058","Kafe","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=sari%20mountain%20View%20Restaurant%2C%20Bar%20and%20Coffee&query_place_id=ChIJp0ynWlz00S0RJKEviiC8OA4","Kafe"
"Villa Mountain View",,,"Jl. Raya Sanggingan No.88X","Kabupaten Gianyar","Bali","ID",,"","Vila",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villa%20Mountain%20View&query_place_id=ChIJ-cZNtDs90i0RjgCFerjkWDM","Vila"
"Mystery Mountain Cooking Class","4.9","47","GC58+WH6, Jl. Bukit Juuk Manis","Kabupaten Karangasem","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mystery%20Mountain%20Cooking%20Class&query_place_id=ChIJoyBOKtIR0i0RCVPnus6jNYA","Tujuan Wisata"
"Mountain View House Kintamani","4.5","71",,"Kabupaten Bangli","Bali","ID",,"+62 813-2227-795","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mountain%20View%20House%20Kintamani&query_place_id=ChIJ9yBCSkH10S0ROAa-NwUaBDk","Hotel"
"Rustic Mountain Yoga","4.8","34","Jl. Raya Langgahan","Kabupaten Bangli","Bali","ID","https://abnb.me/It5uqOhCVvb","+62 877-5818-1644","Pondok","Penginapan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rustic%20Mountain%20Yoga&query_place_id=ChIJdcB2ZZSL0S0R-PFqgRjF6js","Pondok"
"ALTA Mountain Village","5","2","P32M+9HC","Kabupaten Buleleng","Bali","ID",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ALTA%20Mountain%20Village&query_place_id=ChIJiQyCwwqH0S0RzZVbtXYlg5E",
"Altavista Bali Mountain Villa","4.6","71","Q47C+HGP, Jl. Munduk - Wanagiri","Kabupaten Buleleng","Bali","ID","http://altavistabali.com/","","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Altavista%20Bali%20Mountain%20Villa&query_place_id=ChIJ7fQZ5T6P0S0RXB4P263qUoQ","Hotel"
"Prana Dewi Mountain Resort","4.3","180","Wongaya Gede, Penebel","Kabupaten Tabanan","Bali","ID","http://www.balipranaresort.com/","+62 823-4174-5500","Hotel Resor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prana%20Dewi%20Mountain%20Resort&query_place_id=ChIJC4NX6Swm0i0RZDCgssLZri0","Hotel Resor"
